X,Y
0.0172800801140245,53.525333766793
0.0513022409044725,53.5174000617782
0.0794473996780326,53.511077311134
0.103625313782618,53.490340073412
0.123656396217105,53.4994479371381
0.143841414083722,53.4819394785395
0.156363280348851,53.4808420596181
0.180268754602944,53.4567528396958
0.209653695986045,53.4260885929391
0.222351826294772,53.4115491164442
0.23467326350735,53.3921062826605
0.271840463709069,53.3336569025821
0.337130895589729,53.2404432566947
0.355164231150071,53.1923820486731
0.349275001410453,53.1124878806519
0.316629937191737,53.0909236039124
0.26864073769136,53.0626211672559
0.229809319398904,53.0440581641784
0.185617482791324,53.027106130956
0.150087862412196,53.0049746141578
0.100595798366143,52.9649034263862
0.0782838262517952,52.9336523688898
0.0383689852762484,52.9058456310636
0.0713577892084906,52.9050896410242
0.116151052869681,52.8936547376238
0.170904923290204,52.8766937148649
0.197329256403228,52.8442368168665
0.205838857819556,52.7875483711311
0.133166930630875,52.7392865284015
0.0760259737466745,52.7245024299904
0.0449653370807105,52.69191619112
-0.0312874832572442,52.661513802652
-0.0746270397068175,52.6720549831382
-0.134771270487687,52.6561651377168
-0.192882316383491,52.6524191312039
-0.260870421881913,52.6514064342063
-0.297125672113726,52.6705276094511
-0.341129939871883,52.6654039959538
-0.382403948761702,52.6560452532171
-0.42822822209017,52.6490603748282
-0.459995359331287,52.6502380394374
-0.488070731236843,52.6324864037913
-0.47964873956132,52.614431673162
-0.492929932634903,52.5820913665336
-0.415394684122368,52.5787246321541
-0.419608201525767,52.5589437580148
-0.404684111790372,52.5322892058533
-0.39226181268066,52.519407271871
-0.359341182238507,52.4902430714026
-0.342296744891081,52.4690863541223
-0.363046933427328,52.4465985487225
-0.392040177108525,52.4200504456793
-0.415953419281673,52.4037886171275
-0.454954482926099,52.3856862917325
-0.486754119868135,52.3790155805991
-0.498716255382537,52.3600804011749
-0.465229716601818,52.3325433802874
-0.519813284880565,52.3166074626872
-0.534182296238976,52.2776012377726
-0.549986462683416,52.2564517067743
-0.588127294502075,52.2707645398684
-0.626993760637859,52.2748633039112
-0.649729367211939,52.2538924801241
-0.661919910395107,52.2076181650162
-0.711034280237841,52.1884539845313
-0.762700181915771,52.1661196793832
-0.796870850045784,52.1533912411425
-0.816561444107662,52.143512480299
-0.853545931946598,52.1316608514181
-0.872840980903862,52.1126062466916
-0.858469591456933,52.0974000433612
-0.836043815932948,52.0750511713417
-0.850657842247982,52.0646715033508
-0.85953824161161,52.044595360017
-0.883898646440285,52.028452279295
-0.924463310773745,52.0361832121251
-0.939871884293511,52.0675269151655
-0.967823391682964,52.0708993196119
-1.01288310572471,52.0715873154075
-1.03026504546844,52.0629186926584
-1.06785187665306,52.0611468452891
-1.09896930098809,52.0485956412247
-1.13144654048198,52.0322161718656
-1.12536233921819,52.0070945974791
-1.15666889902552,51.9922243546392
-1.1981830683876,51.9773114623627
-1.26093305574193,51.9809162833342
-1.28430701287782,51.9955080370853
-1.28443678053109,52.020900797597
-1.30012508607076,52.0451604947287
-1.30382590358195,52.064296709122
-1.31566289949986,52.0795127746472
-1.29984231492392,52.0914377808642
-1.25441533072145,52.0956097330411
-1.28157239806524,52.1226091958118
-1.31079264025686,52.1494875408318
-1.32266552041284,52.181873891147
-1.28120909670915,52.1919391201041
-1.25753764797835,52.2089897890967
-1.28442532079823,52.238541393765
-1.24058219598239,52.2479457966182
-1.21591499257624,52.2639477857688
-1.22897016399701,52.2979403787666
-1.24474167953402,52.3214469494227
-1.24900985136343,52.3407711525776
-1.20921062931916,52.3492996749347
-1.17495554191179,52.3563090915654
-1.24075527972715,52.4401177757899
-1.33845332042471,52.5057600616567
-1.43239720293538,52.542130045395
-1.52716399274816,52.5827203050502
-1.55712304177065,52.6088913495211
-1.56654238829121,52.6285680531913
-1.55311222204705,52.6408135151256
